ID,Smiles,Inhibition,MW,QED,SA_Score,TPSA,HBD,HBA,RotBonds,LogP,Lipinski,Veber
TRAIN_0862,CC1=C(C#N)C(=O)N(\N=C\C2=CCC3CC2C3(C)C)C(=C1)C,5.885930098578925,295.39,0.7868,5.1941,58.15,0,4,2,3.16,5,2
TRAIN_0863,Cc1nnc(Cl)n1c2ccc(Br)cc2F,0.5,290.52,0.8077,3.6883,30.71,0,3,1,3.13,5,2
TRAIN_0864,Clc1cc2ncc(nc2cc1Cl)n3cnc(n3)C#N,1.254640891051082,291.1,0.6873,3.8183,80.28,0,6,1,2.39,5,2
TRAIN_0865,Cc1ocnc1c2noc(Cc3c(C)nn(C)c3C)n2,9.905901933171164,273.3,0.7252,3.8353,82.77,0,7,3,1.97,5,2
TRAIN_0866,Cl.Oc1ccc(cc1c2nc3ccccc3s2)\N=C/4\NC=Nc5c4oc6ccccc56,49.100627320445525,446.92,0.344,4.1812,87.3,2,6,2,5.95,4,2
TRAIN_0867,CCCN1C(=O)c2c(N=C1SCC(=O)N3CCCCC3C)c4cc(OC)ccc4n2C,5.242606580463445,442.59,0.429,4.5748,69.36000000000001,0,7,6,3.8,5,2
TRAIN_0868,Cc1ccc(cc1NS(=O)(=O)CC23CCC(CC2=O)C3(C)C)N4CCCS4(=O)=O,74.747151453079,440.59,0.7586,5.3978,100.62,1,5,5,2.67,5,2
TRAIN_0869,Fc1cc(F)cc(CS(=O)(=O)N2CCC(C2)c3ccccc3)c1,22.70836000512098,337.39,0.8585,4.3421,37.38,0,2,4,3.28,5,2
TRAIN_0870,CC1=NNC(=O)C(=C1C)C(=O)NC2CCc3nc(cn3C2)C(C)(C)C,21.085648444501345,343.43,0.8666,4.3736,92.67,2,5,2,1.63,5,2
TRAIN_0871,COc1cc(OC)cc(c1)N2CCC(C2)N(C)C(=O)CC3=C(N)N=C(C)NC3=O,42.545768787607216,401.47,0.7409,4.502,113.78,2,7,6,0.96,5,2
TRAIN_0872,CC(CNC(=O)c1ccc([nH]1)c2ccccc2)c3nncn3C,19.443733196773778,309.37,0.7593,4.3525,75.6,2,4,5,2.34,5,2
TRAIN_0873,COc1cc(CCc2cc(NC(=O)Cc3ccc[nH]3)[nH]n2)cc(OC)c1,71.01203431058764,354.41,0.5799,4.0262,92.03,3,4,8,2.72,5,2
TRAIN_0874,COC1CC(N(C1)C(=O)c2cc3ccccc3c(OC)n2)c4nc(c[nH]4)c5cccnc5,76.20023044424529,429.48,0.5208,4.8734,93.23,1,6,5,3.63,5,2
TRAIN_0875,COCC1CN(CCO1)c2nc3CCSc3c(n2)N4CCOC(COC)C4,26.12021508129561,396.51,0.6952,4.7261,69.18,0,9,6,0.83,5,2
TRAIN_0876,CCOC(=O)N1CCC(CC1)NC(=O)C2CCN(CC2)c3nc4N=CNC(=O)c4s3,23.74535910894892,434.52,0.7447,4.1419,120.52,2,8,4,1.33,5,2
TRAIN_0877,COc1cc(OC)c(NC(=O)CN2N=C3C=CC(=NN3C2=O)c4ccc(C)c(C)c4)cc1Cl,14.815644603763928,467.91,0.4657,4.2154,99.75,1,8,6,3.48,5,2
TRAIN_0878,O=C(COc1ncccn1)NCCNc2cc(ncn2)n3cccn3,23.25566508769684,340.35,0.5524,4.0145,119.74,2,9,8,0.06,5,2
TRAIN_0879,O=C(CCCCCNc1ncccn1)Nc2nc[nH]n2,21.335296376904367,275.32,0.6247,3.8708,108.48,3,6,8,1.21,5,2
TRAIN_0880,O=C(NCC1CCOC1)NCC2(CCSC2)N3CCOCC3,26.501088208936125,329.47,0.7704,4.588,62.83,2,5,5,0.53,5,2
TRAIN_0881,COc1ccc2cc([nH]c2c1)C(=O)OCc3ccc(cc3)n4nc(C)cc4C,82.27819741390347,375.43,0.5271,4.0791,69.14000000000001,1,5,5,4.34,5,2
TRAIN_0882,CC(Sc1nnc(N)n1CC=C)C(=O)NC(=O)N,19.229292024068627,270.32,0.4983,4.1652,128.92000000000002,3,7,5,-0.28,5,2
TRAIN_0883,COc1cc(CNc2ncnc3nn(C)cc23)cc(CC=C)c1OC,54.86493406734093,339.4,0.6673,3.9862,74.09,1,7,7,2.72,5,2
TRAIN_0884,Cc1onc(Cn2ccnc2c3cncc(Br)c3)c1,10.872487517603377,319.16,0.7444,3.8308,56.74,0,5,3,3.05,5,2
TRAIN_0885,FC(F)(F)COCCNC(=O)NC1CC2OCCCC12,23.470106260402005,296.29,0.7546,4.6689,59.59,2,3,5,1.43,5,2
TRAIN_0886,Cc1n[nH]c(c1C)c2c(C)sc(C)c2S(=O)(=O)NC3CCCCCC3,79.45845602355652,381.57,0.7722,3.9667,74.85,2,4,4,4.37,5,2
TRAIN_0887,CCCCN1C(=O)c2sccc2n3c(CCC(=O)NCc4ccncc4)nnc13,70.28861,410.5,0.4817,4.1186,94.18,1,8,8,2.55,5,2
TRAIN_0888,COC(=O)[C@@H]1C[C@@H](O)CN1c2cc(Cl)nc(n2)C3CC3,26.77954167200103,297.74,0.6655,4.4837,75.55000000000001,1,6,3,1.12,5,2
TRAIN_0889,COCCN1C=C(C(=O)NCc2nc3ccccc3[nH]2)c4ccccc4C1=O,27.323646140058884,376.42,0.541,4.0875,89.00999999999999,2,5,6,2.45,5,2
TRAIN_0890,CC1CN(Cc2cnc(C)s2)CCC1Nc3ncnc4nc[nH]c34,29.46805786711049,343.46,0.757,4.6361,82.62,2,7,4,2.44,5,2
TRAIN_0891,FC(F)(F)c1cccc(OCCN2C(=O)C3CC4CCCCC4N3C2=O)n1,0.5,383.37,0.75,4.8726,62.74,0,4,4,3.07,5,2
TRAIN_0892,CC(C)n1ncc2cc(\C=C\C3=Nc4ccccc4C(=O)N3c5ccc(cc5)C(=O)O)c(Cl)nc12,21.00243246703367,485.93,0.3416,4.2883,102.9,1,7,5,5.23,4,2
TRAIN_0893,CN(C(=O)C)c1nc(cs1)c2nc3cc(Br)cnc3[nH]2,36.176545896812186,352.22,0.7697,3.8353,74.77000000000001,1,5,2,2.83,5,2
TRAIN_0894,Cn1cc(cn1)c2cccc(CNc3oc(nn3)C(C)(C)C)c2,20.39751632313404,311.39,0.7997,3.9253,68.77000000000001,1,6,4,3.38,5,2
TRAIN_0895,O=C1N(C=CN=C1Sc2oc(nn2)C3CCCCC3)C4CC4,18.40033286390988,318.4,0.8618,3.9168,73.81,0,7,4,3.16,5,2
TRAIN_0896,Cc1c(nnn1c2nccs2)C(=O)NCCSc3nncn3C,69.30930738701831,350.43,0.5149,3.9357,103.41,1,10,6,0.68,5,2
TRAIN_0897,CCCN1C(=O)c2ccc(Cl)cc2n3c(SCc4ccc(C=C)cc4)nnc13,63.68972,410.93,0.4175,4.0791,52.19,0,6,6,5.04,4,2
TRAIN_0898,CN1C(=O)N(CCNS(=O)(=O)CCN2C(=O)CCCC2=O)N=C1C(F)(F)F,23.742158494430925,413.38,0.5757,4.0021,123.37,1,8,7,-0.94,5,2
TRAIN_0899,CC(C)(C)NC(=O)CSC1=NC(=CC(=O)N1)O,31.282806298809376,257.31,0.5406,3.7173,95.08,3,5,3,0.48,5,2
TRAIN_0900,Cc1ccc(nc1)N(C2CCCCC2)C(=O)c3cccc(n3)n4cccn4,65.08449622327487,361.45,0.7057,4.0655,63.91,0,5,4,3.95,5,2
TRAIN_0901,CN(C(=O)c1cc(Cl)c(Cl)[nH]1)c2c(C)onc2C,39.65241326334657,288.13,0.9226,3.7484,62.13,1,3,2,3.2,5,2
TRAIN_0902,CN1C(=O)C2C3OC(C4C3ON=C4c5ccc(cc5)C#N)C2C1=O,24.164639610805267,323.31,0.6927,5.7864,91.99,0,6,1,0.29,5,2
TRAIN_0903,CNC(=O)c1ccc(C2CCCCN2C(=O)CC3=CCCCC3)n1C,13.74343874023812,343.47,0.8527,4.4031,54.34,1,3,4,3.33,5,2
TRAIN_0904,CC(C)(C)OC(=O)N1C2CCC1CC(C2)NC(=O)CC3CCC=C3,45.48073230060171,334.46,0.8049,5.4398,58.64,1,3,3,3.39,5,2
TRAIN_0905,CNc1nc(NCCn2cc(C)cn2)ncc1Br,57.054154397644346,311.19,0.8826,3.7896,67.66,2,6,5,1.9,5,2
TRAIN_0906,Clc1c(sc2sccc12)c3onc(n3)c4cnccn4,38.48418896428114,320.79,0.5555,3.8708,64.7,0,7,2,4.12,5,2
TRAIN_0907,CCCc1cc(ccn1)c2nc(Cc3nn4c(nnc4s3)C(C)C)cs2,37.2331,384.53,0.4936,4.0262,68.86,0,8,6,4.37,5,2
TRAIN_0908,FC(F)(F)CNC(=O)c1nnn(n1)c2ccc(NS(=O)(=O)c3cccnc3)cc2,26.71232876712328,427.37,0.6032,4.0937,131.76,2,8,6,1.15,5,2
TRAIN_0909,Cc1nn(C)c(C)c1NC(=O)c2n[nH]c3CCCCCc23,26.8083472026629,287.37,0.832,3.8651,75.6,2,4,2,2.28,5,2
TRAIN_0910,Cn1ccc(CC(=O)Nc2nc(c[nH]2)C34CC5CC(CC(C5)C3)C4)n1,55.84752272436308,339.44,0.8992,4.973,75.6,2,4,4,2.79,5,2
TRAIN_0911,CN1C(=C(C(=O)CN2C=C(C=C(Cl)C2=O)C(F)(F)F)C(=O)N(C)C1=O)N,3.543080271412109,392.72,0.7596,3.9492,109.09,1,8,3,0.38,5,2
TRAIN_0912,Oc1ccc(cc1)C(=O)CSc2n[nH]c3nc4ccccc4n23,68.15388554602484,324.37,0.4454,3.946,83.27999999999999,2,6,4,2.89,5,2
TRAIN_0913,Nc1ccnc(Cn2nnc(Cc3ccc(Cl)c(Cl)c3)n2)n1,49.89117910638843,336.19,0.7828,3.906,95.4,1,7,4,1.99,5,2
TRAIN_0914,O=C(N1CCOC2CCCCC12)c3cc4c(nc5sccn45)s3,71.97221866598386,347.46,0.6778,4.6167,46.84,0,6,1,3.39,5,2
TRAIN_0915,CN(CCC(F)(F)F)S(=O)(=O)N1CCC(CC1)C(C)(C)C,5.959544232492647,330.42,0.7951,3.8049,40.620000000000005,0,2,4,2.87,5,2
TRAIN_0916,CC1(C)Cc2c(CO1)[nH]c3nc(SCc4ccccc4)nc(SCc5ccccc5)c23,40.05249007809499,447.63,0.2107,4.1888,50.8,1,5,6,6.39,4,2
TRAIN_0917,CCOc1ccc(cc1)C2Cn3nnc(c3CO2)c4onc(n4)C5CCCCC5,42.0802,395.46,0.6439,4.5515,88.09,0,8,5,4.05,5,2
TRAIN_0918,O=C(CCCSc1ccc(NC(=O)C2CC2)nn1)Nc3cnc4ccccc4c3,14.4635770067853,407.5,0.4344,4.1186,96.87,2,6,8,3.88,5,2
TRAIN_0919,CC(C)(C)n1cc(cc1NC(=O)c2cc(ccc2Cl)S(=O)(=O)C)C#N,13.528997567532969,379.87,0.8837,3.9364,91.96,1,5,3,3.42,5,2
TRAIN_0920,O=C(OCc1nc2ccccc2s1)c3cc[nH]c3C4CC4,76.3794648572526,298.37,0.7441,3.8878,54.98,1,4,4,3.86,5,2
TRAIN_0921,CC(C)(C)c1cc(NC(=O)CSC2=NN\C(=C\3/C=C4C=CC=CC4=N3)\N2c5ccccc5)on1,51.0722058635258,472.57,0.6051,4.2696,95.12,2,8,4,3.31,5,2
TRAIN_0922,CC(C)(C)n1cc(\C=C\c2ncc(Br)s2)nn1,0.5,313.22,0.853,3.7467,43.6,0,5,2,3.42,5,2
TRAIN_0923,Cc1oc(CN(C2CC2)C(=O)CN3CCCC4(C3)NC(=O)NC4=O)cc1,14.860453207015752,360.41,0.756,4.8413,94.89,2,5,5,0.75,5,2
TRAIN_0924,O=C(N1CCN(CC2CC2)c3ccccc13)c4nccn5ccnc45,10.786070925617722,333.4,0.7392,4.0052,53.74000000000001,0,5,3,2.61,5,2
TRAIN_0925,Cc1noc(n1)C2=CC=CN3C(=O)N(Cc4c(C)onc4C)N=C23,16.833916904306392,326.32,0.5617,3.9557,104.25,0,9,3,1.51,5,2
TRAIN_0926,O=C1N(C=Nc2sc3CCCCc3c12)\N=C\c4oc(cc4)c5ccccc5C#N,36.46355990325958,400.46,0.4787,4.1267,84.18,0,7,3,4.35,5,2
TRAIN_0927,CC1=CC(=O)N=C(N\C(=N/C(=O)c2ccccc2)\Nc3ccc(Oc4ccccc4)cc3)N1,21.63393856261054,439.48,0.31,4.2446,108.47,3,4,5,4.59,5,2
TRAIN_0928,O=C(Nc1ccc(nc1)n2cncn2)c3cnc(OCC4CC4)cn3,55.439844060210085,337.34,0.7258,4.0052,107.71,1,8,6,1.49,5,2
TRAIN_0929,CNc1nc(Nc2cc(C)ccc2C)c3nccnc3n1,34.17499909757066,280.34,0.768,3.8766,75.62,2,6,3,2.82,5,2
TRAIN_0930,CC(C)CNC(=O)c1sc(NC(=O)C2=NN(C=CC2=O)c3ccc(F)cc3)nc1C,42.905100530628445,429.48,0.6268,4.1176,105.98,2,7,6,2.77,5,2
TRAIN_0931,CCOC(=O)c1cnc(SC)nc1Oc2ccc3C(=CC(=O)Oc3c2C)C,28.668375266216657,386.43,0.2822,4.0299,91.52,0,8,5,3.89,5,2
TRAIN_0932,CCN1CCN(CC1)C(=O)c2cc3C(=O)N4C=CC=C(C)C4=Nc3n2CCCOC,42.05049994585424,411.51,0.5784,4.1339,72.08,0,7,6,1.77,5,2
TRAIN_0933,CC1(C)CC(=O)C2=C(C1)N3C(=O)NC(N=C3S2)(c4ccccc4)C(F)(F)F,40.43244413962387,395.41,0.7778,4.4376,61.77,1,4,1,4.13,5,2
TRAIN_0934,CC1=CC(=O)NC(=N1)n2nc(cc2NC(=O)c3ccccc3S(=O)(=O)C(F)F)c4ccccc4,45.64126628884958,485.47,0.432,4.2483,126.80999999999996,2,7,6,3.18,5,2
TRAIN_0935,CN1C=CS/C/1=N/C(=O)c2cnc3c(c2)c(C)nn3c4ccccn4,39.20153052016027,350.41,0.5555,3.9958,77.96,0,7,2,2.27,5,2
TRAIN_0936,Nc1ncncc1COC(=O)c2cc(Cl)sc2Cl,65.74107497382954,304.16,0.8822,3.7761,78.1,1,6,3,2.78,5,2
TRAIN_0937,O=C1Oc2ccc3ccccc3c2C=C1c4csc(n4)\C(=C\Nc5ccccn5)\C#N,47.31166299678735,422.47,0.2355,4.1888,91.81,1,7,4,5.44,4,2
TRAIN_0938,COCCn1c(SCC(=O)N2CCOCC2)nnc1c3cc4c(C)nn(c5ccccc5)c4s3,47.653683716565,498.63,0.3447,4.2766,87.30000000000001,0,10,8,3.25,5,2
TRAIN_0939,Clc1cccc(NC(=O)CN2N=C(c3occc3)c4sc(nc4C2=O)N5CCCC5)c1Cl,44.40042594664838,490.37,0.4377,4.2054,93.26,1,8,5,4.66,5,2
TRAIN_0940,CN1C(=C(C(=O)NC1=O)c2c([nH]c3N(C)C(=O)NC(=O)c23)c4ccc(cc4)C(F)(F)F)N,36.60885102696459,448.36,0.3588,4.1592,151.53,4,7,2,0.88,5,1
TRAIN_0941,CN(Cc1ccc(C)cc1C)S(=O)(=O)c2ccc3N(C)C(=O)Cc3c2,65.69775836551997,358.46,0.8442,3.9568,57.690000000000005,0,3,4,2.64,5,2
TRAIN_0942,Clc1ccc2C(=O)OC(=Nc2c1)c3ccc4C(=O)N(Cc5cccnc5)C(=O)c4c3,50.64162726058549,417.81,0.4717,4.1419,93.37,0,6,3,3.7,5,2
TRAIN_0943,CC(C)(C)N1C(=O)C2C3C=CC(C4C3C(=O)N(C4=O)C(C)(C)C)C2C1=O,33.912392159693894,358.44,0.4869,5.5877,74.76,0,4,0,1.6,5,2
TRAIN_0944,Clc1nc2cc3OCOc3cc2cc1C4CC(=NN4C(=O)c5cccs5)C6CC6,81.90629173735697,425.9,0.5518,4.5354,64.02000000000001,0,6,3,5.03,4,2
TRAIN_0945,CCOC(=O)c1nnc2ccnn2c1\C=C\N(C)C,35.72356784463776,261.29,0.7591,3.8056,72.61999999999999,0,7,4,0.83,5,2
TRAIN_0946,COc1cc2nc(nc(N)c2cc1OC)N3CCNCC3,45.01768761505974,289.34,0.8572,3.8766,85.53,2,7,3,0.64,5,2
TRAIN_0947,CCN1C=C(C(=O)O)C(=O)c2c(N)c(F)c(N3CCNCC3)c(F)c12,42.68129805436235,352.34,0.7125,3.9568,100.59,3,6,3,0.99,5,2
TRAIN_0948,OC1=C(C(=O)\N=C\2/Nc3c(Cl)cccc3S2)C(=O)N4CCCc5cccc1c45,39.41269898566942,411.87,0.5014,4.0791,87.44999999999999,2,5,1,3.59,5,2
TRAIN_0949,Cc1cc2OC3=C(C(N(C3=O)c4nc(C)c(C)s4)c5ccncc5)C(=O)c2cc1Cl,45.17471032018193,437.91,0.442,4.5426,76.30000000000001,0,6,2,4.97,5,2
TRAIN_0950,CN1CCN(CC1)c2nc(nc(n2)n3ccnc3)N(c4ccccc4)c5ccccc5,76.1578168429412,412.5,0.4983,4.1962,66.21000000000001,0,8,5,3.28,5,2
TRAIN_0951,c1ccc(nc1)c2nnc3sc(nn23)c4csnn4,50.30321625816698,287.33,0.5586,3.8551,81.75,0,9,2,1.77,5,2
TRAIN_0952,CC1=NN(C2OC3(C)CC(C)(Oc4c3c(C)nn4c5ccccc5)C12)c6ccccc6,50.31945998628307,414.51,0.6041,5.802,51.88,0,6,2,4.81,5,2
TRAIN_0953,Cc1sc2ncn3nc(nc3c2c1c4ccccc4)c5cc(n(C)n5)C(F)(F)F,47.19615204129517,414.42,0.4189,4.1021,60.9,0,7,2,4.73,5,2
TRAIN_0954,CC(C)CN1C(=O)N(C)C(=O)c2c(SCC3=CC(=O)N4C=C(C)C=CC4=N3)nc(C)nc12,47.22142006280908,452.54,0.3372,4.175,104.15,0,10,5,2.06,5,2
TRAIN_0955,CCN1C=C(C(=O)Nc2nc(C(=O)OC)c(s2)C(C)C)C(=O)c3cc4OCOc4cc13,50.64794426596397,443.48,0.6023,4.1501,108.75,1,9,5,3.37,5,2
TRAIN_0956,CN1CCC/C/1=C/C=C/2\Sc3nc4ccccc4n3C2=O,65.78980615817781,297.38,0.6895,3.8878,37.61,0,5,1,2.02,5,2
TRAIN_0957,CC1CCCCN1S(=O)(=O)c2cc3C(=O)N=C4C=CC=CN4c3cc2Cl,37.35696494964444,391.88,0.6292,4.4245,71.75,0,5,2,3.06,5,2
TRAIN_0958,NC1=CC(=O)N=C(SCC(=O)N2CCN(CC2)C34CC5CC(CC(C5)C3)C4)N1CC=C,67.94210013355953,443.62,0.4123,5.1413,84.46000000000001,1,7,6,2.22,5,2
TRAIN_0959,CCc1ccc(s1)C(=O)COC(=O)c2nccnc2c3nc4ccccc4s3,49.94495181027325,409.49,0.3464,4.0875,82.04,0,8,6,4.42,5,2
TRAIN_0960,COC(=O)c1oc(CSc2nc(N3CCNCC3)c4COC(C)(C)Cc4c2C#N)cc1.OC(=O)C(=O)O,74.33671443525972,532.58,0.2899,4.3277,175.22,3,11,5,2.04,3,1
TRAIN_0961,Oc1nc(Nc2ccc(Cl)cc2Cl)nc3nccc(c4cccnc4)c13,42.02071977764141,384.23,0.5258,4.0262,83.82000000000001,2,6,3,4.84,5,2
TRAIN_0962,c1ccc2c(c1)ncn3nc(nc23)c4cc(n[nH]4)c5ccncc5,51.51878857885428,313.32,0.5414,3.9947,84.64999999999999,1,6,2,2.73,5,2
TRAIN_0963,CCc1c(C)nc2sc3c(O)nc(O)nc3c2c1C,26.19662130455185,275.33,0.7136,3.7927,79.13000000000001,2,6,1,2.83,5,2
TRAIN_0964,Cc1nn(c(Cl)c1\C=N\Nc2ccc(Cl)nn2)c3ccccc3Cl,40.92156084178609,381.65,0.5378,3.9557,67.99000000000001,1,6,4,4.38,5,2
TRAIN_0965,Cl.CNC(=O)c1cc(Sc2ccc(Nc3nc4cc(ccc4[nH]3)C(F)(F)F)cc2)ccn1,76.5,479.92,0.3442,4.1827,82.7,3,5,5,5.65,4,2
TRAIN_0966,COC(=O)C1=NN(c2ccc(OC)cc2)C3(S1)N(N=C(C)c4ccccc34)c5ccccc5,25.1,458.54,0.524,5.071,66.72999999999999,0,8,4,4.79,5,2
TRAIN_0967,CCOC(=O)c1cnn(CCN2CC(C)OC(C)(C)C2)c1N,18.7,310.4,0.8213,4.2896,82.61,1,7,5,1.14,5,2
TRAIN_0968,O=C(N1CCCC(C1)c2nnc([nH]2)c3ccccc3)c4cnccn4,25.1,334.38,0.7938,4.4313,87.66000000000001,1,5,3,2.28,5,2
TRAIN_0969,CSC1=NC(C)(C)CC1=C2C=C(C)C3(CC(C)(C)N=C3SC)C(=C2)C,53.1,374.62,0.5143,4.3635,24.72,0,4,0,6.06,4,2
TRAIN_0970,OC(=O)CC(CN1C(C(=C(O)C1=O)C(=O)c2ccccc2)c3ccccc3F)c4ccccc4,6.28,459.47,0.4779,4.9161,94.91,2,4,8,4.66,5,2
TRAIN_0971,CN1CCN(CCCNC(=O)c2cc3CSc4cc(Cl)ccc4c3s2)CC1,58.8,422.02,0.7388,4.0567,35.58,1,5,5,4.04,5,2
TRAIN_0972,COC(=O)CNC(=O)NCC12CC3CC(CC(C3)C1)C2,6.75,280.37,0.7698,4.8151,67.42999999999999,2,3,4,1.67,5,2
TRAIN_0973,COc1cc(cc(OC)c1O)C(CC(=O)O)c2c(O)ccc3C(=O)\C(=C/c4cccnc4)\Oc23,45.2,463.44,0.4478,4.6651,135.41,3,8,7,3.73,5,2
TRAIN_0974,CC(C)N(C(=O)c1cc(nc2ccccc12)c3ccccc3)C4=C(C)N(C)N(C4=O)c5ccccc5,55.2,476.58,0.3243,4.3212,60.13,0,5,5,5.75,4,2
TRAIN_0975,CCOC(=O)Nc1c(nc2cc(C)ccn12)c3cccs3,12.1,301.37,0.7969,3.8766,55.63,1,5,3,3.94,5,2
TRAIN_0976,CC1SC2(N(C1=O)c3cccc(c3)C(F)(F)F)C(=O)N(CN4CCOCC4)c5ccccc25,37.2,477.51,0.6756,5.3003,53.09,0,5,3,3.66,5,2
TRAIN_0977,CC1CN(CC(C)O1)S(=O)(=O)CCNC(=O)CNC(=O)OC(C)(C)C,15.2,379.48,0.6748,4.597,114.04,2,6,6,0.07,5,2
TRAIN_0978,Cc1coc2c3C(=C\C(=N/O)\Oc3cc(C)c12)c4ccccc4,21.2,305.33,0.4075,3.9357,58.870000000000005,1,4,1,4.75,5,2
TRAIN_0979,COc1cc(Cc2nccc3cc(OC)c(OC)cc23)c(cc1OC)C(=O)c4ccccc4,93.3,443.5,0.3535,4.2302,66.88,0,6,8,5.09,4,2
TRAIN_0980,COc1ccc(c(O)c1)c2n[nH]cc2Oc3ccccc3OC,91.7,312.33,0.7526,3.9357,76.60000000000001,2,5,5,3.59,5,2
TRAIN_0981,Cc1cc(ccc1O)C(C)(C)c2ccc(O)c(C)c2,71.4,256.34,0.8509,3.7795,40.46,2,2,2,4.04,5,2
TRAIN_0982,Cc1ccc(C)c(c1)C(=O)CN2C(=O)n3nc(C)nc3c4ccccc24,20.6,346.39,0.535,4.0077,69.26,0,6,3,2.85,5,2
TRAIN_0983,COc1cc(C)nc(\N=C/2\Nc3cc(C)ccc3C(=N2)C)n1,13.5,295.35,0.7879,3.8951,76.05000000000001,1,5,2,2.52,5,2
TRAIN_0984,FC(F)(F)c1nc2NC3=C(CCCC3)C(=O)n2n1,0.5,258.2,0.7746,3.7761,63.05,1,4,0,1.32,5,2
TRAIN_0985,CCOC(=O)c1onc(n1)c2oc(Br)cc2,2.34,287.07,0.8056,3.7327,78.36,0,6,3,2.27,5,2
TRAIN_0986,[I-].COc1cc2CC[N+](C)(C)C3CC4(C=CC(=O)C=C4)c(c1OC)c23,10.5,453.32,0.4568,4.7904,35.53,0,3,2,-0.28,5,2
TRAIN_0987,CC1=CC2=NC(=CC(=O)N2C=C1)CS(=O)(=O)CCCCC#N,33.4,319.39,0.7542,3.884,92.3,0,6,6,1.61,5,2
TRAIN_0988,NC1=C(C#N)C(C2=C(O1)C(=O)C=C(CO)O2)c3ccc(SC(F)(F)F)cc3,9.29,396.35,0.7678,4.4376,109.48000000000002,2,7,3,2.96,5,2
TRAIN_0989,CCOc1cc(C)c(cc1S(=O)(=O)N2CCN=C2C)C(C)C,49.8,324.45,0.8365,3.8613,58.970000000000006,0,4,5,2.94,5,2
TRAIN_0990,Nc1nc(\C=C\c2ccccc2O)nc(n1)c3ccccc3O,38.2,306.32,0.6868,3.9357,105.15,3,6,3,2.7,5,2
TRAIN_0991,Cc1cc(C)c(C2=NCCNC(=C2)C(F)(F)F)c(O)c1,16.1,284.28,0.8326,3.8106,44.620000000000005,2,3,1,2.85,5,2
TRAIN_0992,Cn1nnc2c(Nc3ccccc3c4ccccc4)ncnc12,8.34,302.34,0.6293,3.9561,68.52000000000001,1,6,3,3.17,5,2
TRAIN_0993,CCn1cccc1c2nc(C)c(s2)C(=O)N3CCN(C(C)C3)c4cccc(C)c4,34.0,408.57,0.6335,4.5189,41.370000000000005,0,5,4,4.6,5,2
TRAIN_0994,COCc1nc2nccc(c3ccc4ccccc4c3)n2n1,4.73,290.33,0.5816,3.9273,52.31,0,5,3,3.09,5,2
TRAIN_0995,CC1OC23CCCCC2C4(C#N)C(=N)N=C(O3)C14C#N,24.5,270.29,0.7235,6.2973,102.25,1,5,0,1.73,5,2
TRAIN_0996,Cc1cc(cc(c1C)[N+](=O)[O-])c2oc(C=C3C(=O)OC4(CCCCC4)OC3=O)cc2,63.4,411.41,0.2384,4.5426,108.88,0,7,3,4.62,5,2
TRAIN_0997,CCN1CCC(CC1)N(C)C(=O)C2CC3CCCCC3N2S(=O)(=O)N4CC(C)CC(C)C4,71.0,468.71,0.6224,5.2601,64.17,0,4,5,2.78,5,2
TRAIN_0998,Cl.Cc1ccc(C2NCc3ccccc3n4cccc24)c(C)c1,14.2,324.86,0.6857,4.3421,16.96,1,2,1,4.71,5,2
TRAIN_0999,Cl.Cc1ccccc1CN2C(=N)N(CCO)c3ccccc23,8.77,317.82,0.7635,3.884,53.94,2,4,4,2.69,5,2
TRAIN_1000,O=C(Nc1ccc(cc1)c2ccccc2)C3=C4Nc5ccccc5N4CCC3=O,12.6,381.44,0.66,4.1267,61.440000000000005,2,4,3,4.41,5,2
TRAIN_1001,CN(Cc1ccccc1)C(=O)c2cc3C(=O)Oc4ccccc4c3n2C,0.5,346.39,0.5331,4.017,55.45,0,4,3,3.56,5,2
TRAIN_1002,CC(SCc1oc(cc1)C(=O)O)c2oc(cc2)C(=O)O,17.9,296.3,0.8431,4.2398,100.88,2,5,6,3.26,5,2
TRAIN_1003,CCc1nc2C(=O)N(CC(=O)N3CCC(C)CC3)N=C(C)c2s1,7.8,334.44,0.8606,3.9147,68.09,0,6,3,1.98,5,2
TRAIN_1004,Clc1ccccc1CN2C(=O)c3ccccc3Sc4ccc(cc24)C(=O)NCc5ccccc5,85.8,485.01,0.3477,4.2766,49.41,1,3,5,6.58,4,2
TRAIN_1005,CCOC(=O)C1CC(=O)OC12CCOC(C)(C)C2,7.22,256.3,0.6995,4.8398,61.83000000000001,0,5,2,1.44,5,2
TRAIN_1006,Cn1nccc1C2=NN(C(C2)c3cnc4ccccc4n3)C(=O)CCC(=O)O,23.2,378.39,0.7254,4.4959,113.57,1,7,5,1.91,5,2
TRAIN_1007,Oc1ccc(cc1Cl)c2onc(n2)c3ccc(F)c(F)c3,70.3,308.67,0.7759,3.8651,59.150000000000006,1,4,2,4.04,5,2
TRAIN_1008,O=C(NCCCN1CCCC1=O)C2CCCN2c3nnc(s3)N4CCCC4=O,9.85,406.51,0.6716,4.5044,98.74,1,7,7,0.76,5,2
TRAIN_1009,Fc1cnc(nc1N2CCc3ccccc23)N4CCc5ccccc45,20.7,332.38,0.7098,4.0145,32.260000000000005,0,4,2,4.0,5,2
TRAIN_1010,CCOC(=O)c1[nH]c(C)c(C(=O)NCCN(CC)CC)c1C,14.6,309.41,0.7191,3.8613,74.42999999999999,2,4,8,1.88,5,2
